dataset,algorithm,variant,metric,metric_group,n,mean,median,trimean,best_25,worst_25,max,min
cubepp,bright_pixels,top_5_percent,angular_error,single_illuminant_errors,4866,3.508891,2.162481,2.492628,0.538785,8.801803,39.090814,0.029273
cubepp,bright_pixels,top_5_percent,recovery_angular_error,single_illuminant_errors,4866,3.508891,2.162481,2.492628,0.538785,8.801803,39.090814,0.029273
cubepp,bright_pixels,top_5_percent,recovery_delta_e_2000,single_illuminant_errors,4866,3.405798,2.002562,2.316619,0.475166,8.775726,40.559999,0.022099
cubepp,bright_pixels,top_5_percent,reproduction_angular_error,single_illuminant_errors,4866,4.425533,2.808403,3.264021,0.704543,10.847739,32.064932,0.026483
cubepp,bright_pixels,top_5_percent,reproduction_delta_e_2000,single_illuminant_errors,4866,6.276998,4.587314,5.051154,1.358733,14.02046,27.434711,0.060003
cubepp,cheng,prc_0_5,angular_error,single_illuminant_errors,4866,4.127336,2.300824,2.703016,0.595931,10.805523,27.11682,0.0202
cubepp,cheng,prc_0_5,recovery_angular_error,single_illuminant_errors,4866,4.127336,2.300824,2.703016,0.595931,10.805523,27.11682,0.0202
cubepp,cheng,prc_0_5,recovery_delta_e_2000,single_illuminant_errors,4866,4.192889,2.07124,2.46755,0.532005,11.617062,24.834455,0.024781
cubepp,cheng,prc_0_5,reproduction_angular_error,single_illuminant_errors,4866,4.92789,3.016383,3.472379,0.762259,12.375895,30.0092,0.027149
cubepp,cheng,prc_0_5,reproduction_delta_e_2000,single_illuminant_errors,4866,7.429994,5.333565,5.919094,1.517357,16.829551,25.481237,0.082777
cubepp,fast_awb,default,angular_error,single_illuminant_errors,4866,3.661954,2.615464,2.915042,0.528968,8.44256,44.789286,0.034372
cubepp,fast_awb,default,recovery_angular_error,single_illuminant_errors,4866,3.661954,2.615464,2.915042,0.528968,8.44256,44.789286,0.034372
cubepp,fast_awb,default,recovery_delta_e_2000,single_illuminant_errors,4866,3.337999,2.387299,2.671933,0.473679,7.693535,44.64014,0.035703
cubepp,fast_awb,default,reproduction_angular_error,single_illuminant_errors,4866,4.791124,3.516757,3.900209,0.687781,10.883849,32.08972,0.032094
cubepp,fast_awb,default,reproduction_delta_e_2000,single_illuminant_errors,4866,6.408353,5.453947,5.71542,1.345929,13.093603,25.883373,0.111096
cubepp,gray_edge,first_order,angular_error,single_illuminant_errors,4866,5.828595,4.81031,5.058682,1.594887,11.786343,39.489232,0.012683
cubepp,gray_edge,first_order,recovery_angular_error,single_illuminant_errors,4866,5.828595,4.81031,5.058682,1.594887,11.786343,39.489232,0.012683
cubepp,gray_edge,first_order,recovery_delta_e_2000,single_illuminant_errors,4866,5.550982,4.116023,4.419183,1.360896,12.245679,52.21839,0.009129
cubepp,gray_edge,first_order,reproduction_angular_error,single_illuminant_errors,4866,7.237179,6.214773,6.478925,1.983365,14.185592,32.334349,0.014918
cubepp,gray_edge,first_order,reproduction_delta_e_2000,single_illuminant_errors,4866,10.622792,9.667054,10.004601,3.759811,19.091186,27.074824,0.031263
cubepp,gray_pixels,qian_gi,angular_error,single_illuminant_errors,4866,5.345553,3.900112,4.20061,0.880349,12.271664,43.977662,0.009106
cubepp,gray_pixels,qian_gi,recovery_angular_error,single_illuminant_errors,4866,5.345553,3.900112,4.20061,0.880349,12.271664,43.977662,0.009106
cubepp,gray_pixels,qian_gi,recovery_delta_e_2000,single_illuminant_errors,4866,5.153481,3.571819,3.827496,0.801881,12.311815,42.634598,0.007303
cubepp,gray_pixels,qian_gi,reproduction_angular_error,single_illuminant_errors,4866,6.779686,5.186737,5.580219,1.160265,15.00826,32.765663,0.012617
cubepp,gray_pixels,qian_gi,reproduction_delta_e_2000,single_illuminant_errors,4866,8.448544,7.054956,7.358939,2.020017,17.200838,27.345287,0.019306
cubepp,gray_pixels,yang,angular_error,single_illuminant_errors,4866,3.422678,2.485572,2.734475,0.560542,7.825741,38.8288,0.018827
cubepp,gray_pixels,yang,recovery_angular_error,single_illuminant_errors,4866,3.422678,2.485572,2.734475,0.560542,7.825741,38.8288,0.018827
cubepp,gray_pixels,yang,recovery_delta_e_2000,single_illuminant_errors,4866,3.166925,2.334517,2.554339,0.514859,7.223547,39.477176,0.012757
cubepp,gray_pixels,yang,reproduction_angular_error,single_illuminant_errors,4866,4.530512,3.398317,3.695324,0.719973,10.245031,30.723879,0.031473
cubepp,gray_pixels,yang,reproduction_delta_e_2000,single_illuminant_errors,4866,5.927003,4.963493,5.216716,1.376762,12.057493,24.729026,0.068508
cubepp,gray_world,naive,angular_error,single_illuminant_errors,4866,3.667929,2.622991,2.923429,0.559548,8.42577,44.780892,0.007818
cubepp,gray_world,naive,recovery_angular_error,single_illuminant_errors,4866,3.667929,2.622991,2.923429,0.559548,8.42577,44.780892,0.007818
cubepp,gray_world,naive,recovery_delta_e_2000,single_illuminant_errors,4866,3.342652,2.401634,2.680537,0.501375,7.678252,44.648007,0.007336
cubepp,gray_world,naive,reproduction_angular_error,single_illuminant_errors,4866,4.793928,3.549876,3.915881,0.718608,10.861708,31.897445,0.01066
cubepp,gray_world,naive,reproduction_delta_e_2000,single_illuminant_errors,4866,6.430138,5.483922,5.740383,1.437752,13.062423,25.852071,0.016178
cubepp,local_space_average_color,default,mean_angular_error,multi_illuminant_errors,4866,4.405539,3.748944,3.880948,1.195615,8.786981,44.036854,0.194967
cubepp,local_space_average_color,default,mean_recovery_angular_error,multi_illuminant_errors,4866,4.405539,3.748944,3.880948,1.195615,8.786981,44.036854,0.194967
cubepp,local_space_average_color,default,mean_recovery_delta_e_2000,multi_illuminant_errors,4866,4.028526,3.435547,3.560432,1.083092,8.02526,43.903319,0.16334
cubepp,local_space_average_color,default,mean_reproduction_angular_error,multi_illuminant_errors,4866,5.751102,4.950536,5.124314,1.630764,11.259056,31.974512,0.256208
cubepp,local_space_average_color,default,mean_reproduction_delta_e_2000,multi_illuminant_errors,4866,7.363379,6.824257,6.932062,2.648031,13.045159,25.528443,0.538227
cubepp,max_rgb,naive,angular_error,single_illuminant_errors,4866,13.036498,16.032414,13.641445,1.677523,22.824094,64.480849,0.04237
cubepp,max_rgb,naive,recovery_angular_error,single_illuminant_errors,4866,13.036498,16.032414,13.641445,1.677523,22.824094,64.480849,0.04237
cubepp,max_rgb,naive,recovery_delta_e_2000,single_illuminant_errors,4866,15.467828,19.431897,16.4247,1.56858,26.397316,71.555177,0.031847
cubepp,max_rgb,naive,reproduction_angular_error,single_illuminant_errors,4866,13.114634,16.439711,14.05783,2.069161,21.893479,42.223241,0.041791
cubepp,max_rgb,naive,reproduction_delta_e_2000,single_illuminant_errors,4866,16.799816,21.689259,18.764151,3.827814,24.10705,30.240459,0.143719
cubepp,multi_light_grid,gray_edge,mean_angular_error,multi_illuminant_errors,4866,7.745471,6.251437,6.547874,2.77367,15.296393,63.668911,0.430133
cubepp,multi_light_grid,gray_edge,mean_recovery_angular_error,multi_illuminant_errors,4866,7.745471,6.251437,6.547874,2.77367,15.296393,63.668911,0.430133
cubepp,multi_light_grid,gray_edge,mean_recovery_delta_e_2000,multi_illuminant_errors,4866,7.939095,5.798869,6.248663,2.463661,17.075502,76.82181,0.349789
cubepp,multi_light_grid,gray_edge,mean_reproduction_angular_error,multi_illuminant_errors,4866,9.093811,7.761159,8.031289,3.458555,17.009302,51.831596,0.528257
cubepp,multi_light_grid,gray_edge,mean_reproduction_delta_e_2000,multi_illuminant_errors,4866,12.344829,11.355352,11.737681,5.729184,20.447468,32.192582,1.140443
cubepp,multi_light_grid,gray_world,mean_angular_error,multi_illuminant_errors,4866,4.597386,3.949982,4.079327,1.327648,9.009375,44.670799,0.204518
cubepp,multi_light_grid,gray_world,mean_recovery_angular_error,multi_illuminant_errors,4866,4.597386,3.949982,4.079327,1.327648,9.009375,44.670799,0.204518
cubepp,multi_light_grid,gray_world,mean_recovery_delta_e_2000,multi_illuminant_errors,4866,4.190055,3.606234,3.72186,1.19559,8.21308,44.50034,0.170165
cubepp,multi_light_grid,gray_world,mean_reproduction_angular_error,multi_illuminant_errors,4866,5.990588,5.233196,5.378562,1.805642,11.49966,32.000687,0.256116
cubepp,multi_light_grid,gray_world,mean_reproduction_delta_e_2000,multi_illuminant_errors,4866,7.618497,7.122215,7.21402,2.904349,13.228846,25.523648,0.525391
cubepp,shades_of_gray,default,angular_error,single_illuminant_errors,4866,6.464488,4.769306,5.398921,0.728915,14.800812,31.630066,0.035332
cubepp,shades_of_gray,default,recovery_angular_error,single_illuminant_errors,4866,6.464488,4.769306,5.398921,0.728915,14.800812,31.630066,0.035332
cubepp,shades_of_gray,default,recovery_delta_e_2000,single_illuminant_errors,4866,6.434924,4.368965,5.091218,0.653575,15.446792,35.656843,0.026532
cubepp,shades_of_gray,default,reproduction_angular_error,single_illuminant_errors,4866,7.430948,5.719677,6.461765,0.937716,16.340472,30.140722,0.037727
cubepp,shades_of_gray,default,reproduction_delta_e_2000,single_illuminant_errors,4866,11.031021,10.457217,10.736503,1.741286,21.227723,27.13546,0.099681
cubepp,shades_of_gray,p3,angular_error,single_illuminant_errors,4866,3.708604,2.554722,2.830021,0.553579,8.908944,26.896508,0.028881
cubepp,shades_of_gray,p3,recovery_angular_error,single_illuminant_errors,4866,3.708604,2.554722,2.830021,0.553579,8.908944,26.896508,0.028881
cubepp,shades_of_gray,p3,recovery_delta_e_2000,single_illuminant_errors,4866,3.456501,2.248999,2.5014,0.483844,8.571904,31.373203,0.024919
cubepp,shades_of_gray,p3,reproduction_angular_error,single_illuminant_errors,4866,4.646518,3.356718,3.688901,0.731754,10.798864,28.147649,0.033563
cubepp,shades_of_gray,p3,reproduction_delta_e_2000,single_illuminant_errors,4866,6.884006,5.463863,5.799856,1.413954,14.757067,26.661234,0.087234
gehler,bright_pixels,top_5_percent,angular_error,single_illuminant_errors,568,3.459288,2.106591,2.455927,0.478579,8.559726,28.376646,0.077902
gehler,bright_pixels,top_5_percent,recovery_angular_error,single_illuminant_errors,568,3.459288,2.106591,2.455927,0.478579,8.559726,28.376646,0.077902
gehler,bright_pixels,top_5_percent,recovery_delta_e_2000,single_illuminant_errors,568,3.205422,2.022561,2.314503,0.447509,7.872082,22.660752,0.064465
gehler,bright_pixels,top_5_percent,reproduction_angular_error,single_illuminant_errors,568,4.469681,2.805681,3.285587,0.598334,11.045128,40.292292,0.102639
gehler,bright_pixels,top_5_percent,reproduction_delta_e_2000,single_illuminant_errors,568,5.8229,4.431686,4.824838,1.135919,12.949436,31.446865,0.178825
gehler,cheng,prc_0_5,angular_error,single_illuminant_errors,568,3.850487,2.303185,2.654246,0.51572,9.833684,28.385224,0.021248
gehler,cheng,prc_0_5,recovery_angular_error,single_illuminant_errors,568,3.850487,2.303185,2.654246,0.51572,9.833684,28.385224,0.021248
gehler,cheng,prc_0_5,recovery_delta_e_2000,single_illuminant_errors,568,3.537004,2.127357,2.423492,0.496579,8.915661,22.664131,0.017075
gehler,cheng,prc_0_5,reproduction_angular_error,single_illuminant_errors,568,4.990993,2.932986,3.473879,0.63786,12.744318,40.086687,0.020829
gehler,cheng,prc_0_5,reproduction_delta_e_2000,single_illuminant_errors,568,6.293293,4.63302,5.068122,1.181484,14.222727,31.314649,0.072275
gehler,fast_awb,default,angular_error,single_illuminant_errors,568,4.732818,3.636296,3.912443,0.966184,10.454185,24.784494,0.032224
gehler,fast_awb,default,recovery_angular_error,single_illuminant_errors,568,4.732818,3.636296,3.912443,0.966184,10.454185,24.784494,0.032224
gehler,fast_awb,default,recovery_delta_e_2000,single_illuminant_errors,568,4.364108,3.358514,3.607785,0.870423,9.621485,21.922832,0.032615
gehler,fast_awb,default,reproduction_angular_error,single_illuminant_errors,568,6.011636,4.714165,5.016822,1.205389,13.152617,26.940108,0.031403
gehler,fast_awb,default,reproduction_delta_e_2000,single_illuminant_errors,568,7.792885,6.724003,6.961444,2.212831,15.11417,25.628079,0.108255
gehler,gray_edge,first_order,angular_error,single_illuminant_errors,568,4.867283,4.220011,4.398287,2.015277,8.814081,16.429703,0.218755
gehler,gray_edge,first_order,recovery_angular_error,single_illuminant_errors,568,4.867283,4.220011,4.398287,2.015277,8.814081,16.429703,0.218755
gehler,gray_edge,first_order,recovery_delta_e_2000,single_illuminant_errors,568,4.405436,3.798316,3.925133,1.708597,8.185403,15.924651,0.258243
gehler,gray_edge,first_order,reproduction_angular_error,single_illuminant_errors,568,6.007235,5.268432,5.466516,2.487353,10.777316,20.997091,0.227267
gehler,gray_edge,first_order,reproduction_delta_e_2000,single_illuminant_errors,568,8.935163,8.270723,8.493729,4.412734,14.41962,21.929106,0.471673
gehler,gray_pixels,qian_gi,angular_error,single_illuminant_errors,568,5.012602,4.17996,4.33488,1.055572,10.472662,23.149505,0.080099
gehler,gray_pixels,qian_gi,recovery_angular_error,single_illuminant_errors,568,5.012602,4.17996,4.33488,1.055572,10.472662,23.149505,0.080099
gehler,gray_pixels,qian_gi,recovery_delta_e_2000,single_illuminant_errors,568,4.657525,3.906591,4.039381,0.935857,9.724496,19.303763,0.078035
gehler,gray_pixels,qian_gi,reproduction_angular_error,single_illuminant_errors,568,6.399468,5.437757,5.606067,1.440066,13.199417,32.86264,0.099085
gehler,gray_pixels,qian_gi,reproduction_delta_e_2000,single_illuminant_errors,568,8.141211,7.396184,7.534081,2.574898,15.279176,28.557429,0.200011
gehler,gray_pixels,yang,angular_error,single_illuminant_errors,568,4.415312,3.422773,3.704715,1.184198,9.273623,19.512611,0.120814
gehler,gray_pixels,yang,recovery_angular_error,single_illuminant_errors,568,4.415312,3.422773,3.704715,1.184198,9.273623,19.512611,0.120814
gehler,gray_pixels,yang,recovery_delta_e_2000,single_illuminant_errors,568,4.142503,3.27667,3.510032,1.068356,8.632915,17.743057,0.119098
gehler,gray_pixels,yang,reproduction_angular_error,single_illuminant_errors,568,5.636729,4.403219,4.720705,1.516232,11.748186,26.233437,0.109024
gehler,gray_pixels,yang,reproduction_delta_e_2000,single_illuminant_errors,568,7.451291,6.430715,6.713956,2.677419,13.841274,25.355736,0.327707
gehler,gray_world,naive,angular_error,single_illuminant_errors,568,4.748212,3.61246,3.907846,0.995224,10.471509,24.795036,0.024852
gehler,gray_world,naive,recovery_angular_error,single_illuminant_errors,568,4.748212,3.61246,3.907846,0.995224,10.471509,24.795036,0.024852
gehler,gray_world,naive,recovery_delta_e_2000,single_illuminant_errors,568,4.380752,3.295392,3.608398,0.896363,9.631915,21.933727,0.023162
gehler,gray_world,naive,reproduction_angular_error,single_illuminant_errors,568,6.035621,4.74403,5.038527,1.240692,13.188047,26.938842,0.032838
gehler,gray_world,naive,reproduction_delta_e_2000,single_illuminant_errors,568,7.843024,6.706711,7.000529,2.284669,15.169449,25.74352,0.049814
gehler,local_space_average_color,default,mean_angular_error,multi_illuminant_errors,568,6.047906,4.927555,5.233198,2.4172,11.388166,24.865013,0.436383
gehler,local_space_average_color,default,mean_recovery_angular_error,multi_illuminant_errors,568,6.047906,4.927555,5.233198,2.4172,11.388166,24.865013,0.436383
gehler,local_space_average_color,default,mean_recovery_delta_e_2000,multi_illuminant_errors,568,5.551973,4.612672,4.846255,2.153115,10.457352,21.784195,0.337051
gehler,local_space_average_color,default,mean_reproduction_angular_error,multi_illuminant_errors,568,7.685684,6.585643,6.816701,3.149036,14.146696,27.478394,0.691978
gehler,local_space_average_color,default,mean_reproduction_delta_e_2000,multi_illuminant_errors,568,9.567638,8.820676,8.977986,4.706862,15.914266,25.658143,1.714604
gehler,max_rgb,naive,angular_error,single_illuminant_errors,568,10.270648,9.114593,9.468064,1.57512,20.512087,50.440435,0.186641
gehler,max_rgb,naive,recovery_angular_error,single_illuminant_errors,568,10.270648,9.114593,9.468064,1.57512,20.512087,50.440435,0.186641
gehler,max_rgb,naive,recovery_delta_e_2000,single_illuminant_errors,568,11.7135,8.573196,10.39393,1.461143,24.107384,56.757182,0.125346
gehler,max_rgb,naive,reproduction_angular_error,single_illuminant_errors,568,10.686812,10.280202,10.276732,1.902217,20.195017,30.087829,0.190955
gehler,max_rgb,naive,reproduction_delta_e_2000,single_illuminant_errors,568,13.811728,14.704384,14.298074,3.424983,22.933759,25.420209,0.538727
gehler,multi_light_grid,gray_edge,mean_angular_error,multi_illuminant_errors,568,6.593843,6.076442,6.214574,3.581473,10.421337,17.641701,1.158296
gehler,multi_light_grid,gray_edge,mean_recovery_angular_error,multi_illuminant_errors,568,6.593843,6.076442,6.214574,3.581473,10.421337,17.641701,1.158296
gehler,multi_light_grid,gray_edge,mean_recovery_delta_e_2000,multi_illuminant_errors,568,6.388769,5.753093,5.948084,3.152941,10.669633,21.193968,0.95105
gehler,multi_light_grid,gray_edge,mean_reproduction_angular_error,multi_illuminant_errors,568,7.813123,7.246819,7.43105,4.399727,12.052867,19.488457,1.17952
gehler,multi_light_grid,gray_edge,mean_reproduction_delta_e_2000,multi_illuminant_errors,568,11.224886,10.708236,10.940877,6.835721,16.465301,22.486773,2.807618
gehler,multi_light_grid,gray_world,mean_angular_error,multi_illuminant_errors,568,6.49159,5.536861,5.756654,2.598639,11.961676,24.166248,0.434939
gehler,multi_light_grid,gray_world,mean_recovery_angular_error,multi_illuminant_errors,568,6.49159,5.536861,5.756654,2.598639,11.961676,24.166248,0.434939
gehler,multi_light_grid,gray_world,mean_recovery_delta_e_2000,multi_illuminant_errors,568,5.971455,5.163773,5.296298,2.275288,11.018235,21.299321,0.334382
gehler,multi_light_grid,gray_world,mean_reproduction_angular_error,multi_illuminant_errors,568,8.196946,7.268426,7.478313,3.407756,14.687182,26.565964,0.682176
gehler,multi_light_grid,gray_world,mean_reproduction_delta_e_2000,multi_illuminant_errors,568,10.208718,9.577656,9.717318,5.126995,16.591061,25.648722,1.726519
gehler,shades_of_gray,default,angular_error,single_illuminant_errors,568,6.323994,4.532707,5.203736,0.788966,14.695336,36.215653,0.037174
gehler,shades_of_gray,default,recovery_angular_error,single_illuminant_errors,568,6.323994,4.532707,5.203736,0.788966,14.695336,36.215653,0.037174
gehler,shades_of_gray,default,recovery_delta_e_2000,single_illuminant_errors,568,6.27001,4.138901,5.004674,0.739748,15.013372,41.859468,0.034437
gehler,shades_of_gray,default,reproduction_angular_error,single_illuminant_errors,568,7.128646,5.560138,6.051783,0.940219,15.975304,26.081141,0.053061
gehler,shades_of_gray,default,reproduction_delta_e_2000,single_illuminant_errors,568,9.924251,8.559957,9.216217,1.748561,19.862911,24.709036,0.083651
gehler,shades_of_gray,p3,angular_error,single_illuminant_errors,568,4.497676,2.925386,3.468975,0.608737,10.770034,22.52757,0.04449
gehler,shades_of_gray,p3,recovery_angular_error,single_illuminant_errors,568,4.497676,2.925386,3.468975,0.608737,10.770034,22.52757,0.04449
gehler,shades_of_gray,p3,recovery_delta_e_2000,single_illuminant_errors,568,4.185006,2.79405,3.242452,0.578311,10.029961,21.37379,0.047075
gehler,shades_of_gray,p3,reproduction_angular_error,single_illuminant_errors,568,5.467279,3.682962,4.281802,0.739787,12.918383,27.585867,0.04078
gehler,shades_of_gray,p3,reproduction_delta_e_2000,single_illuminant_errors,568,7.615032,5.967979,6.518321,1.389038,16.189831,25.656684,0.113665
lsmi,bright_pixels,top_5_percent,angular_error,single_illuminant_errors,3396,3.184725,2.056239,2.25111,0.61334,7.791351,37.543347,0.029956
lsmi,bright_pixels,top_5_percent,mean_angular_error,multi_illuminant_errors,4088,6.709014,4.34079,4.82794,1.692659,15.839136,57.419605,0.143976
lsmi,bright_pixels,top_5_percent,mean_recovery_angular_error,multi_illuminant_errors,4088,6.709014,4.34079,4.82794,1.692659,15.839136,57.419605,0.143976
lsmi,bright_pixels,top_5_percent,mean_recovery_delta_e_2000,multi_illuminant_errors,4088,5.92869,3.743537,4.192788,1.415269,14.264487,46.735769,0.116343
lsmi,bright_pixels,top_5_percent,mean_reproduction_angular_error,multi_illuminant_errors,4088,8.183398,5.714044,6.211036,2.220932,18.435154,45.93264,0.149811
lsmi,bright_pixels,top_5_percent,mean_reproduction_delta_e_2000,multi_illuminant_errors,4088,9.5525,8.07627,8.422402,3.767558,17.870047,33.299031,0.362469
lsmi,bright_pixels,top_5_percent,recovery_angular_error,single_illuminant_errors,3396,3.184725,2.056239,2.25111,0.61334,7.791351,37.543347,0.029956
lsmi,bright_pixels,top_5_percent,recovery_delta_e_2000,single_illuminant_errors,3396,2.775734,1.859461,1.995479,0.543474,6.684715,30.940162,0.034593
lsmi,bright_pixels,top_5_percent,reproduction_angular_error,single_illuminant_errors,3396,4.064864,2.647552,2.914019,0.741935,9.904786,37.40237,0.030046
lsmi,bright_pixels,top_5_percent,reproduction_delta_e_2000,single_illuminant_errors,3396,5.310677,4.217229,4.403225,1.458304,11.168416,28.196496,0.071423
lsmi,cheng,prc_0_5,angular_error,single_illuminant_errors,3396,3.389223,2.333448,2.52302,0.671122,7.97062,34.937318,0.026544
lsmi,cheng,prc_0_5,mean_angular_error,multi_illuminant_errors,4088,6.964825,4.709746,5.204963,1.833999,15.925917,58.368908,0.167757
lsmi,cheng,prc_0_5,mean_recovery_angular_error,multi_illuminant_errors,4088,6.964825,4.709746,5.204963,1.833999,15.925917,58.368908,0.167757
lsmi,cheng,prc_0_5,mean_recovery_delta_e_2000,multi_illuminant_errors,4088,6.16854,4.104888,4.528985,1.535179,14.386025,47.120369,0.123444
lsmi,cheng,prc_0_5,mean_reproduction_angular_error,multi_illuminant_errors,4088,8.510295,6.173409,6.675296,2.366845,18.666866,46.029663,0.213864
lsmi,cheng,prc_0_5,mean_reproduction_delta_e_2000,multi_illuminant_errors,4088,10.016796,8.773448,9.064775,4.077376,18.058538,33.384002,0.361912
lsmi,cheng,prc_0_5,recovery_angular_error,single_illuminant_errors,3396,3.389223,2.333448,2.52302,0.671122,7.97062,34.937318,0.026544
lsmi,cheng,prc_0_5,recovery_delta_e_2000,single_illuminant_errors,3396,2.984219,2.100518,2.256754,0.594608,6.920973,29.529388,0.020657
lsmi,cheng,prc_0_5,reproduction_angular_error,single_illuminant_errors,3396,4.284648,2.954343,3.222744,0.806089,10.088936,37.844563,0.032092
lsmi,cheng,prc_0_5,reproduction_delta_e_2000,single_illuminant_errors,3396,5.732611,4.788694,4.95148,1.593004,11.51385,29.010223,0.051878
lsmi,fast_awb,default,angular_error,single_illuminant_errors,3396,4.534179,3.466894,3.694956,1.02206,9.894704,40.585323,0.033269
lsmi,fast_awb,default,mean_angular_error,multi_illuminant_errors,4088,7.239012,5.163238,5.480572,2.084483,16.142536,54.879765,0.180875
lsmi,fast_awb,default,mean_recovery_angular_error,multi_illuminant_errors,4088,7.239012,5.163238,5.480572,2.084483,16.142536,54.879765,0.180875
lsmi,fast_awb,default,mean_recovery_delta_e_2000,multi_illuminant_errors,4088,6.307306,4.339317,4.645787,1.702036,14.364241,47.181438,0.138651
lsmi,fast_awb,default,mean_reproduction_angular_error,multi_illuminant_errors,4088,8.538554,6.550445,6.853633,2.724612,17.97786,43.729805,0.201481
lsmi,fast_awb,default,mean_reproduction_delta_e_2000,multi_illuminant_errors,4088,10.3931,9.40238,9.615255,4.531849,17.925822,31.650044,0.506068
lsmi,fast_awb,default,recovery_angular_error,single_illuminant_errors,3396,4.534179,3.466894,3.694956,1.02206,9.894704,40.585323,0.033269
lsmi,fast_awb,default,recovery_delta_e_2000,single_illuminant_errors,3396,3.867178,2.97248,3.160624,0.877809,8.439359,32.948438,0.028373
lsmi,fast_awb,default,reproduction_angular_error,single_illuminant_errors,3396,5.49083,4.286309,4.561032,1.270171,11.79508,38.971516,0.047311
lsmi,fast_awb,default,reproduction_delta_e_2000,single_illuminant_errors,3396,7.799607,7.053354,7.274148,2.325857,14.657379,28.968924,0.076385
lsmi,gray_edge,first_order,angular_error,single_illuminant_errors,3396,6.767526,5.598154,5.885213,2.499031,13.037433,36.335433,0.164838
lsmi,gray_edge,first_order,mean_angular_error,multi_illuminant_errors,4088,8.25202,6.274891,6.703071,3.01773,16.861109,53.319298,0.57661
